ID,Region,Country,City,Year,System_Type,GHI,Sunlight_Hours,Annual_Production_MWh,Total_Installations,Installation_Cost_USD,Avg_Price_per_kWh,Annual_Savings_USD,ROI_Percentage,CO2_Reduction_Tons,Sustainability_Score,Solar_Viability_Score,Reliability_Score,Risk_Level
865,Africa,Kenya,Cairo,2023,Residential,4.48,5.42,8335.04,4852,270845.67,0.215,1792033.6,661.64,3507.34,52.93,49.62,78.74,Low
866,South America,Chile,Lima,2021,Utility-Scale,5.75,9.06,13997.11,3502,390615.56,0.1893,2649652.92,678.33,7576.37,56.77,60.14,71.43,Medium
867,North America,USA,Miami,2020,Residential,5.46,6.59,9437.84,351,224963.89,0.1646,1553468.46,690.54,7485.91,64.36,56.44,62.15,Low
868,Africa,Morocco,Accra,2022,Commercial,5.67,8.67,15026.58,3563,290431.46,0.088,1322339.04,455.3,8286.75,59.41,61.34,62.04,High
869,Asia,China,Tokyo,2020,Residential,3.89,10.67,13767.66,3135,370584.76,0.0924,1272131.78,343.28,6908.67,60.34,40.3,60.61,Low
870,North America,Canada,Houston,2019,Industrial,7.44,10.92,26040.36,3473,217302.7,0.2224,5791376.06,2665.12,10998.89,57.08,71.86,86.07,High
871,South America,Peru,Caracas,2019,Utility-Scale,5.14,4.57,7516.84,3249,219709.29,0.2232,1677758.69,763.63,3718.94,88.96,48.93,60.41,Low
872,South America,Argentina,Caracas,2020,Industrial,3.78,5.24,4100.43,3272,406035.52,0.0913,374369.26,92.2,2741.01,58.37,40.2,97.26,Medium
873,Africa,Egypt,Nairobi,2019,Residential,6.54,7.07,15283.99,3932,140956.75,0.0947,1447393.85,1026.84,12582.2,60.04,65.58,61.39,Low
874,North America,USA,Seattle,2023,Commercial,3.83,9.01,6606.89,4135,246176.88,0.1431,945445.96,384.05,5081.84,72.1,40.99,85.85,Low
875,Asia,Singapore,Tokyo,2019,Residential,3.56,5.49,6373.68,2400,162860.97,0.1098,699830.06,429.71,4021.9,95.08,31.16,74.82,High
876,Europe,France,Madrid,2021,Residential,6.13,7.35,14783.94,474,81222.3,0.1218,1800683.89,2216.98,9820.65,77.84,57.73,97.6,Low
877,Africa,Egypt,Casablanca,2024,Residential,5.97,5.6,11319.28,3184,216667.47,0.1044,1181732.83,545.41,5115.14,61.68,58.51,81.95,High
878,Europe,Italy,London,2022,Utility-Scale,5.68,4.63,8417.58,1956,264392.71,0.1772,1491595.18,564.16,4991.86,84.28,55.67,95.5,High
879,Asia,South Korea,Singapore,2023,Industrial,5.32,10.48,11487.11,2117,291404.6,0.1412,1621979.93,556.61,5424.26,81.85,49.94,97.73,Low
880,North America,Canada,Seattle,2023,Utility-Scale,4.08,7.49,9192.71,3459,293674.34,0.1186,1090255.41,371.25,5525.88,92.01,39.33,96.73,Medium
881,Middle East,Kuwait,Abu Dhabi,2020,Utility-Scale,5.35,6.7,10506.65,2987,109901.61,0.1701,1787181.17,1626.16,5495.02,85.63,54.18,96.97,Medium
882,South America,Argentina,Lima,2023,Commercial,5.07,7.56,10436.31,2776,253543.91,0.2338,2440009.28,962.36,9161.69,93.51,49.82,67.78,High
883,Middle East,Kuwait,Kuwait City,2019,Commercial,4.22,7.38,9280.01,3302,223686.8,0.1934,1794753.93,802.35,4980.21,87.3,42.83,66.08,High
884,Middle East,Kuwait,Doha,2018,Residential,4.48,9.3,12901.07,805,269008.24,0.1838,2371216.67,881.47,10084.72,76.53,46.08,61.38,Low
885,North America,Canada,New York,2020,Utility-Scale,6.91,6.54,15062.59,4789,141353.18,0.1056,1590609.5,1125.27,7629.29,92.03,67.73,95.46,Medium
886,South America,Peru,Buenos Aires,2023,Industrial,4.71,9.72,9484.4,3856,446252.6,0.1078,1022418.32,229.11,4355.43,95.51,46.2,81.9,High
887,Europe,Netherlands,Berlin,2021,Commercial,7.28,10.41,14891.84,2978,67720.26,0.2296,3419166.46,5048.96,9477.26,73.84,75.47,82.86,Medium
888,North America,Canada,Miami,2020,Industrial,7.04,10.92,25423.42,1624,81000.5,0.1029,2616069.92,3229.7,13984.21,69.68,66.89,98.72,High
889,South America,Peru,Sao Paulo,2020,Utility-Scale,5.91,9.7,10474.36,4273,450971.46,0.151,1581628.36,350.72,5075.14,92.56,56.02,70.93,Low
890,Europe,Netherlands,London,2024,Commercial,4.46,6.49,7419.24,4526,244827.35,0.0869,644731.96,263.34,5749.9,87.99,44.18,63.13,Low
891,Africa,Ghana,Cairo,2023,Utility-Scale,5.79,6.47,8014.44,4209,261554.44,0.146,1170108.24,447.37,5991.95,63.51,56.65,74.3,Medium
892,Asia,India,Mumbai,2024,Residential,6.38,8.09,13579.76,4178,170002.64,0.2353,3195317.53,1879.57,11670.28,54.24,65.46,72.43,Low
893,Europe,Germany,Berlin,2023,Utility-Scale,3.8,6.93,5429.57,586,410655.68,0.2124,1153240.67,280.83,4516.56,50.48,33.13,91.47,Low
894,Asia,Singapore,Shanghai,2023,Residential,3.99,9.08,7750.1,1919,385728.84,0.0938,726959.38,188.46,3455.4,97.57,34.94,90.87,Low
895,North America,Canada,Seattle,2022,Commercial,6,5.75,11004.94,511,368706.93,0.1642,1807011.15,490.09,8288.23,73.46,62.32,83.08,Medium
896,North America,USA,Los Angeles,2023,Utility-Scale,7.4,6.21,15132.19,1875,308945.34,0.1122,1697831.72,549.56,6991.15,88.08,70.88,93.1,Low
897,Africa,Morocco,Nairobi,2018,Residential,5.15,8.66,9682.62,2315,162927.41,0.1386,1342011.13,823.69,5038.69,50.35,55.41,86.66,Low
898,North America,Canada,Miami,2023,Industrial,7.11,4.89,10724.52,2618,243542.65,0.1946,2086991.59,856.93,9108.55,72.3,75.87,86.31,High
899,South America,Venezuela,Santiago,2019,Commercial,7.34,8.2,18274,4482,193578.79,0.1409,2574806.6,1330.11,14719.39,68.52,71.4,79.07,High
900,Africa,Egypt,Lagos,2021,Utility-Scale,6.26,7.16,14773.01,1260,195965.5,0.2154,3182106.35,1623.81,12891.03,70.16,66.29,78.11,Low
901,North America,Canada,Chicago,2021,Residential,5.03,10.16,10496.68,1787,214569.52,0.1538,1614389.38,752.39,8488.69,95.27,46.81,96.9,Low
902,Middle East,Qatar,Riyadh,2021,Commercial,4.85,4.64,5551.27,3555,186584.96,0.2424,1345627.85,721.19,3745.24,61.39,48.37,88.23,Medium
903,South America,Peru,Sao Paulo,2020,Commercial,7.35,4.93,8513.82,116,264515.11,0.1292,1099985.54,415.85,4406.55,97.17,76.54,76.24,Medium
904,South America,Venezuela,Lima,2021,Residential,5.97,8.48,14268.81,3889,288336.52,0.138,1969095.78,682.92,8371.19,84.43,55.98,82.05,Low
905,Asia,China,Seoul,2019,Commercial,4.34,6.62,6311.71,4738,442343.2,0.1331,840088.6,189.92,5414.62,98.63,46.27,81.64,Medium
906,Asia,South Korea,Delhi,2021,Utility-Scale,5.87,6.04,11322.2,2644,269864.56,0.1599,1810419.78,670.86,4638.69,75.55,54.66,89.26,Low
907,Africa,Kenya,Accra,2024,Industrial,3.77,7.03,5640.94,35,396475.56,0.201,1133828.94,285.98,3282.41,88.89,37.44,68.71,Medium
908,Africa,Morocco,Johannesburg,2020,Residential,4.08,6.27,5996.48,4905,493378.06,0.1828,1096156.54,222.17,4006.58,91.21,42.26,97.35,High
909,South America,Venezuela,Sao Paulo,2023,Residential,7.04,7.9,14777.28,2435,161701.91,0.1439,2126450.59,1315.04,11087.73,92.64,68.38,67.97,Low
910,South America,Brazil,Bogota,2023,Commercial,4.97,9.54,16538.24,3745,251008.29,0.1449,2396390.98,954.71,7913.37,72.21,47.84,96.54,Medium
911,Africa,Kenya,Johannesburg,2023,Utility-Scale,4.15,5.34,7590.98,4516,105761.72,0.2275,1726947.95,1632.87,5133.69,68.44,39.65,88.1,Low
912,Asia,China,Seoul,2018,Residential,4.81,9.93,8877.8,1090,177309.01,0.1762,1564268.36,882.23,6074.77,94.16,43.66,87.97,Medium
913,Europe,UK,Paris,2023,Utility-Scale,5.59,10.61,13045.35,4475,389596.8,0.2453,3200024.35,821.37,7423.84,70.63,58.41,79.21,Low
914,Middle East,Saudi Arabia,Muscat,2021,Commercial,5.69,5.08,6221.36,208,121577.21,0.2097,1304619.19,1073.08,5190.68,61.37,52.47,86.66,Low
915,North America,USA,New York,2023,Residential,6.53,10.67,23846.41,2382,111952.9,0.1343,3202572.86,2860.64,14159.11,81.72,64.26,79.9,Medium
916,South America,Colombia,Caracas,2019,Commercial,5.7,4.76,7603.57,1354,143976.47,0.1791,1361799.39,945.85,3068.62,85.09,57.82,74.36,Medium
917,Africa,Ghana,Cairo,2023,Residential,6.48,6.33,11262.2,2142,279895.83,0.1072,1207307.84,431.34,5640.03,80.38,63.14,72.76,Medium
918,Asia,Japan,Jakarta,2024,Industrial,5.28,10.79,16761.72,1694,396507.5,0.1148,1924245.46,485.3,7649.16,69.37,48.87,96.39,Low
919,South America,Argentina,Caracas,2024,Commercial,7.05,9.82,16709.56,2548,74465.4,0.1864,3114661.98,4182.7,11419.7,94.22,68.02,79.93,Low
920,Europe,Germany,Amsterdam,2018,Residential,5.5,9.18,15267.91,2045,256047.95,0.1464,2235222.02,872.97,11862.09,96.04,54.8,83.27,Low
921,North America,USA,New York,2018,Industrial,7.29,10.55,17811.16,3476,221639.41,0.1766,3145450.86,1419.17,8544.79,52.68,70.05,67.44,High
922,Asia,South Korea,Seoul,2018,Commercial,3.59,9.51,11360.34,258,185922.55,0.1247,1416634.4,761.95,9827.41,94.37,38.91,67.98,Medium
923,North America,USA,Los Angeles,2018,Utility-Scale,5.32,10.26,16273.23,3266,172910.55,0.0838,1363696.67,788.67,11092.08,53.16,55.12,68.4,High
924,North America,Canada,Miami,2018,Industrial,6.82,7.18,16913.13,3935,309542.31,0.0875,1479898.88,478.09,7298.1,88.48,66.01,70.98,Low
925,South America,Argentina,Lima,2020,Residential,4.44,7.41,5932.97,1906,342582,0.2285,1355683.65,395.73,4851.37,71.77,48.92,79.05,High
926,Asia,Singapore,Shanghai,2020,Utility-Scale,4.97,9.83,13316.94,3344,217970.36,0.2333,3106842.1,1425.35,10162.15,77.04,47.91,84.93,Low
927,Middle East,Qatar,Doha,2021,Utility-Scale,4.09,8.87,12015.48,2948,354069.81,0.1493,1793911.16,506.65,10581.95,54.32,38.43,65.37,High
928,Africa,Nigeria,Accra,2024,Commercial,7.06,6.73,15969.9,4709,492221.34,0.1047,1672048.53,339.69,9116.02,81.63,73.05,93.19,Low
929,South America,Brazil,Bogota,2021,Industrial,6.79,10.22,24175.81,1867,294798.53,0.1683,4068788.82,1380.19,16626.49,62.74,68.4,96.75,High
930,North America,Canada,Denver,2023,Commercial,5.69,7.07,11733.45,3726,226759.88,0.1781,2089727.45,921.56,9092.4,84.39,61.78,68.81,Low
931,North America,Canada,Los Angeles,2020,Residential,4.08,4.97,6925.18,202,158825.01,0.149,1031851.82,649.68,5627.51,77.1,36.77,91.77,Low
932,North America,USA,Houston,2019,Industrial,6.81,8.92,11626.25,2821,253669.71,0.1002,1164950.25,459.24,10143.17,83.08,63.21,83.3,Medium
933,Asia,Singapore,Seoul,2021,Residential,5.86,7.61,12687.9,3153,68843.7,0.1635,2074471.65,3013.31,5275.11,65.98,53.91,87.32,High
934,South America,Chile,Santiago,2023,Commercial,7.02,10.67,22203.18,764,497587.24,0.1446,3210579.83,645.23,19569.53,87.95,66.07,69.83,Low
935,South America,Brazil,Caracas,2023,Residential,5.32,9.37,11018.21,3373,492800.11,0.0858,945362.42,191.83,6114.08,88.86,56.75,68.45,Low
936,Europe,Italy,London,2021,Commercial,5.28,7.76,10601.33,4243,363708.97,0.146,1547794.18,425.56,9143.54,82.69,48.29,82.84,Medium
937,Asia,Japan,Mumbai,2020,Residential,4.66,6.65,6155.8,1456,119658.29,0.2224,1369049.92,1144.13,3075.2,74.31,41.66,90.25,Medium
938,Europe,France,Madrid,2021,Residential,6.96,8.29,15224.86,4967,371222.58,0.2174,3309884.56,891.62,13306.84,55.8,66.24,65.15,High
939,Middle East,Kuwait,Doha,2023,Industrial,3.58,7.91,8437.23,543,335674.4,0.0981,827692.26,246.58,5373.07,63.95,36.37,76.47,Low
940,Asia,Thailand,Jakarta,2021,Industrial,5.53,6.08,11355.55,4482,111887.27,0.0841,955001.75,853.54,5032.65,59.34,52.27,85.73,Medium
941,North America,Canada,Chicago,2022,Industrial,3.96,4.76,4041.66,4307,185154.4,0.2069,836219.45,451.63,2406.22,68.59,39.7,60.47,High
942,Africa,Kenya,Cairo,2019,Residential,7.02,5.39,12733.34,3187,437263.56,0.2162,2752948.11,629.59,6294.52,73.74,69.99,63.86,High
943,South America,Chile,Buenos Aires,2018,Utility-Scale,4.08,9.44,10060.44,1856,495440.12,0.0923,928578.61,187.42,4852.82,81.35,39.94,84.4,Medium
944,Middle East,Qatar,Dubai,2019,Commercial,6.62,4.68,9114.21,4184,468850.99,0.1464,1334320.34,284.59,6409.28,93.35,68.69,64.97,Medium
945,Africa,Kenya,Casablanca,2021,Industrial,5.49,4.99,7724.59,2282,237792.4,0.1755,1355665.54,570.1,5810.72,88.85,57.63,61.56,Medium
946,South America,Peru,Lima,2021,Commercial,6.85,8.43,19418.98,4599,434920.51,0.1599,3105094.9,713.95,12503.76,87.87,71.9,82.99,High
947,Asia,South Korea,Shanghai,2022,Commercial,5.46,6.73,9843.82,2574,334114.64,0.1228,1208821.1,361.8,5257.64,63.56,52.49,80.03,Medium
948,Europe,France,Amsterdam,2023,Industrial,4.27,6.68,8412.67,2426,175334.96,0.1816,1527740.87,871.33,6181.99,59.42,43.83,90.69,Low
949,Africa,Kenya,Casablanca,2020,Utility-Scale,4.32,7.51,8708.38,2773,102744.84,0.2029,1766930.3,1719.73,4752.43,62.35,44.18,84.7,Low
950,Europe,Spain,Stockholm,2019,Residential,6.37,10.56,17357.86,3230,203629.74,0.1233,2140224.14,1051.04,7568.46,56.22,62.47,81.48,Low
951,Asia,Thailand,Jakarta,2021,Utility-Scale,7.24,8.08,18696.16,895,280003.28,0.1515,2832468.24,1011.58,9962.26,99.08,73.68,79.09,Medium
952,Asia,China,Shanghai,2023,Residential,4.22,6.85,9141,3477,74525.97,0.224,2047584,2747.48,4924.06,77.42,39.88,90.57,Low
953,Africa,Egypt,Cairo,2018,Commercial,3.95,10.85,12956.99,2906,177884.65,0.1209,1566500.09,880.63,6610.9,80.18,42.02,96.19,Low
954,Africa,Kenya,Casablanca,2018,Residential,6.55,5.62,12673.58,2219,222472.4,0.1721,2181123.12,980.4,5179.95,58.02,66.21,83.95,Medium
955,Europe,Germany,Stockholm,2019,Commercial,4.47,8.46,12540.63,3177,462931.49,0.1275,1598930.32,345.39,5036.12,83.56,44.05,93.57,Medium
956,North America,Canada,Los Angeles,2020,Industrial,6.35,7.38,14324.05,4036,223013.98,0.1846,2644219.63,1185.67,8452.35,77.06,61.22,94.39,Medium
957,North America,Canada,Miami,2020,Utility-Scale,6.85,8.44,14072.12,2584,366555.37,0.1822,2563940.26,699.47,10546.55,68.88,71.38,68.08,Medium
958,Europe,Germany,Rome,2021,Industrial,5.02,10.21,17596.15,4693,358921.48,0.1758,3093403.17,861.86,12717.42,53.23,52.33,60.85,Medium
959,North America,Canada,Miami,2024,Commercial,6.4,10.41,13005.56,4806,164716.58,0.1189,1546361.08,938.8,7586.11,99.85,63.79,66.57,High
960,North America,Canada,Seattle,2024,Commercial,3.69,5.99,6635.52,1230,121439.15,0.1846,1224916.99,1008.67,4488.35,62.52,37.15,69.95,Medium
961,Middle East,Saudi Arabia,Doha,2021,Utility-Scale,4.42,6.53,7749.21,1451,154317.04,0.0957,741599.4,480.57,3301.73,82.73,47.04,97.2,Medium
962,Europe,UK,Madrid,2019,Commercial,6.73,5.77,11693.51,3032,80321.95,0.0973,1137778.52,1416.52,9455.9,58.94,63.54,78.04,High
963,Africa,Nigeria,Lagos,2019,Commercial,6.65,6.62,9209.83,3852,172551.85,0.2183,2010505.89,1165.16,5990.59,94.74,65.44,66.51,Low
964,Africa,Morocco,Nairobi,2021,Industrial,6.63,7.51,12813.32,1123,369594.13,0.2013,2579321.32,697.88,6163.76,80.3,61.72,98.33,Low
965,Africa,Ghana,Johannesburg,2019,Utility-Scale,6.52,8.08,15986.76,3329,449956.71,0.1593,2546690.87,565.99,11569.24,75.98,68.06,82.52,Medium
966,Africa,Nigeria,Johannesburg,2024,Commercial,6.72,5.84,11065.69,2586,215375.57,0.1307,1446285.68,671.52,7770.3,70.62,65.96,74.57,Medium
967,North America,Canada,Houston,2021,Industrial,6.6,9.38,15878.78,1870,315693.46,0.209,3318665.02,1051.23,7461.8,89.69,64.96,65.55,Medium
968,Middle East,Kuwait,Abu Dhabi,2023,Utility-Scale,4.99,5.83,5881.48,2881,481828.26,0.1217,715776.12,148.55,2780.58,82,45.91,74.59,Medium
969,Middle East,Oman,Dubai,2018,Residential,4.68,9.84,12607.58,4161,68235.99,0.2468,3111550.74,4559.98,10383.44,53.39,45.11,72.1,Low
970,Europe,UK,Rome,2021,Residential,3.6,5.92,5724.09,427,60862.93,0.1486,850599.77,1397.57,4575.01,73.01,37.22,71.11,High
971,Middle East,Oman,Abu Dhabi,2019,Industrial,3.64,9.57,10585.35,3613,304857.76,0.0914,967500.99,317.36,9358.13,96.65,35.18,85.76,High
972,Europe,UK,Madrid,2019,Industrial,5.97,6.29,8165.17,1252,69806.04,0.0821,670360.46,960.32,3808.82,70.92,56.64,91.18,Medium
973,North America,USA,Los Angeles,2024,Industrial,6.94,6.23,11330.17,3775,79740.08,0.1596,1808295.13,2267.74,10090.63,96.24,69.33,63.12,Medium
974,Middle East,Oman,Doha,2019,Commercial,5.73,10.28,18757.79,2295,198769.94,0.193,3620253.47,1821.33,12443.07,83.39,60.65,83,High
975,North America,Canada,Seattle,2024,Commercial,4.59,10.61,11254.39,1222,487742.52,0.2485,2796715.91,573.4,4790.36,79.58,48.92,70.05,High
976,Europe,Spain,Madrid,2024,Residential,7.12,10.52,22362.48,3951,277629.65,0.1501,3356608.25,1209.02,13415.82,78.33,69.19,69.46,High
977,Asia,Thailand,Tokyo,2021,Commercial,5.12,7.31,9372.44,3256,490261.38,0.1367,1281212.55,261.33,5484.66,65.4,51.07,98.91,High
978,Middle East,Qatar,Riyadh,2021,Utility-Scale,4.47,9.73,10313.91,1239,319091.97,0.1809,1865786.32,584.72,8525.47,55.03,40.52,88.76,High
979,North America,USA,Chicago,2020,Industrial,3.51,5.65,4019.69,341,492665.48,0.1424,572403.86,116.19,2985.95,91.34,33.67,82.31,Low
980,North America,USA,New York,2019,Industrial,7.45,8.49,20217.58,4319,136511.67,0.1089,2201694.46,1612.83,12038.2,99.67,70.58,83.14,Low
981,North America,Canada,Miami,2022,Industrial,4.13,9.54,10540.8,3882,273386.99,0.118,1243814.4,454.96,5711.52,69.67,39.69,66.35,Medium
982,Asia,South Korea,Bangkok,2018,Residential,6.32,7.11,14252.74,1281,155806.29,0.2474,3526127.88,2263.15,7905.47,66.33,60.61,65.8,Low
983,Africa,Nigeria,Cairo,2023,Industrial,3.93,7.42,5989.17,1014,83048.97,0.211,1263714.87,1521.65,4455.12,78.96,41.49,76.98,High
984,Europe,Netherlands,Vienna,2021,Industrial,3.64,5.52,4270.79,3266,79724.91,0.0853,364298.39,456.94,3529.95,62.61,33.27,79.41,High
985,Europe,Netherlands,Amsterdam,2020,Utility-Scale,7.37,7.25,12477.24,3416,461971.96,0.1763,2199737.41,476.16,9357.03,50.37,76.53,97.22,Low
986,Europe,Germany,London,2018,Residential,4.46,8.43,12884.79,3065,458288.1,0.2025,2609169.98,569.33,7846,88.54,45.92,87.74,Medium
987,Middle East,Saudi Arabia,Kuwait City,2021,Residential,4.34,6.66,8439.31,1621,381445.46,0.1658,1399237.6,366.83,5615.81,94.48,48.34,83.89,Medium
988,South America,Chile,Santiago,2020,Commercial,4.66,10.98,13180.27,3428,178018.55,0.083,1093962.41,614.52,9155.81,98.25,42.23,92.35,Medium
989,Africa,South Africa,Lagos,2021,Commercial,4.56,10.29,15243.59,1826,417531.32,0.1936,2951159.02,706.81,10514.75,69.74,40.64,68.94,Medium
990,North America,USA,Seattle,2021,Residential,7.33,9.72,16138.86,2518,416491.11,0.1729,2790408.89,669.98,9818.52,75.09,77.83,90.99,High
991,Africa,Morocco,Lagos,2023,Industrial,6.15,6.37,7823.28,3528,155675.04,0.2482,1941738.1,1247.3,5322.78,66.43,61.95,67.81,Low
992,Europe,UK,Vienna,2020,Industrial,3.9,10.55,12519.31,2970,126060.18,0.1297,1623754.51,1288.08,6617.03,58.09,38.26,88.44,Low
993,Africa,Morocco,Accra,2024,Residential,6.06,5,6255.33,2222,104648.4,0.2393,1496900.47,1430.41,5484.63,53.3,63.3,89.58,Low
994,Middle East,UAE,Doha,2022,Commercial,5.5,9.93,14794.15,1455,279850.82,0.1618,2393693.47,855.35,10462.17,89.27,53.56,63.59,Medium
995,Asia,Singapore,Tokyo,2024,Industrial,6.72,9.66,12638.48,2888,78544.84,0.1048,1324512.7,1686.31,6068.62,90.76,67.55,78.67,Low
996,Middle East,UAE,Abu Dhabi,2022,Utility-Scale,6.73,9.54,15949.49,1867,125385.36,0.1856,2960225.34,2360.9,10234.97,79.32,69.27,98.07,High
997,Middle East,Qatar,Abu Dhabi,2020,Residential,6.07,5.79,6576.88,3414,253809.24,0.0806,530096.53,208.86,3799.53,99.38,65.04,85.3,High
998,Middle East,Saudi Arabia,Dubai,2019,Industrial,6.87,8.37,15838.33,276,102422.25,0.1031,1632931.82,1594.31,10250.13,99.81,70.96,73.29,High
999,Asia,India,Seoul,2018,Industrial,3.66,5.19,6451.56,3385,349170.65,0.2497,1610954.53,461.37,4825.47,90.78,41.59,70.95,Low
1000,Middle East,Qatar,Doha,2024,Industrial,5.13,4.67,5473.63,938,133149.27,0.0958,524373.75,393.82,2565.56,76.25,52.3,63.9,Low
